#	$id	Libellé long	Libellé court (utilisé pour l'échange)	définition										
type	url	string	string	string										
lang		fr	fr	fr										
url	skos:Concept	skos:altLabel	skos:prefLabel	skos:definition										
		Conserver	conserver	conserver le document
		Détruire	detruire	détruire le document
